JobTitle,Classification,Date
                   Data Coordination & Configuration Management Officer,Database Development,28-02-08
                    Vehicle Modelling Engineer,Developer,28-02-08
                    Catering Attendant,Developer,28-02-08
                    Vertical Launch System Instructor (expected employment opportunity),Testing and Quality,28-02-08
                   Performance Tester,Testing and Quality,28-02-08
                   System Administrator & Tester,Engineering,28-02-08
                   Executive Assistant/Branch Administrator,Engineering,28-02-08
                    Permit Application Assessor (Research),Developer,28-02-08
                    Libraries Australia Document Delivery Service Administrator,Engineering,28-02-08
                    Libraries Australia Document Delivery Service Administrator,Engineering,28-02-08
                   Investment Administrator,Engineering,28-02-08
                    Graduate Trainee (expected employment opportunity),Testing and Quality,28-02-08
                   Applications Manager,Developer,28-02-08
                    Feedback & Service Improvement Coordinator,Database Development,28-02-08
                    Transport Security Inspector,Security,28-02-08
                    Transport Security Inspector (expected employment opportunity),Security,28-02-08
                    Transport Security Inspector,Security,28-02-08
                    ATSB Safety Databasr Administrator,Database Development,28-02-08
                   Computer Room Administrator,Engineering,28-02-08
                    GIS/Graphics Application Officer,Developer,28-02-08
                    Assistant Application Architect (expected employment opportunity),Architects,28-02-08
                    Director Enterprise Testing,Architects,28-02-08
                    Change Administrator,Engineering,28-02-08
                    Applications & Test Team Resources Manager,Developer,26-02-08
                   Geospatial Database and Software Specialist,Database Development,26-02-08
                  Geographic Information System Specialist,Telecommunications,26-02-08
                    Performance and Professional Development Technician,Engineering,26-02-08
                    Avionics Engineer,Developer,26-02-08
                    Tester,Testing and Quality,26-02-08
                   Tester,Testing and Quality,26-02-08
                   Tester,Testing and Quality,26-02-08
                    Superintendant,Developer,26-02-08
                    Superintendant,Developer,26-02-08
                   Stack Attendant,Developer,26-02-08
                   Night Attendant,Developer,26-02-08
                   Assistant FMIS Administrator,Engineering,26-02-08
                    Graduate Trainee (expected employment opportunity),Testing and Quality,26-02-08
                    Front of House Manager,Developer,26-02-08
                    Project Manager - Mechanical/Electrical,Engineering,26-02-08
                    Public Relations and Communications Co-ordinator,Telecommunications,21-02-08
                    Public Relations and Communications Co-ordinator,Telecommunications,21-02-08
                    Public Relations and Communications Co-ordinator,Telecommunications,21-02-08
                    Public Relations and Communications Co-ordinator,Telecommunications,21-02-08
                   Software Engineers,Developer,21-02-08
                  Electronic Design Engineer,Developer,21-02-08
                    Data Officer,Database Development,21-02-08
                    Office Administrator (expected employment opportunity),Engineering,21-02-08
                    Air to Air Refuelling Avionics Technician,Engineering,21-02-08
                   Investigator,Security,21-02-08
                   Library Technician,Engineering,21-02-08
                   Library Technician,Engineering,21-02-08
"                   Library Assistant, Chinese Unit",Testing and Quality,21-02-08
"                   Project Officer, Enterprise Risk Management Services",Architects,21-02-08
                    Communications Security and Classified Registry Custodian,Security,21-02-08
                   APS 3 (T) - Animal Services Technician (expected employment opportunity),Engineering,21-02-08
                    Transport Security Inspector,Security,21-02-08
                    Transport Security Inspector,Security,21-02-08
                    SAP FI Configuration,Testing and Quality,21-02-08
                 Facilities Manager (Front Office),Developer,21-02-08
                    Engineering Support Manager (expected employment opportunity),Developer,14-02-08
                   Procurement Planner and Scheduler (expected employment opportunity),Testing and Quality,14-02-08
                   IT Mobile and Data Officer,Database Development,14-02-08
                    Plant Inspector - Mechanical,Engineering,14-02-08
"                    Ocean Data Assimilation Scientist, Professional Officer Class 2",Database Development,14-02-08
                    Database Officer,Database Development,14-02-08
                    Relief Night Attendant,Developer,14-02-08
                    Contract and Procurement Specialists (expected employment opportunity),Testing and Quality,14-02-08
                    Transport Security Inspector,Security,14-02-08
                    Project Administrators,Engineering,14-02-08
                    Technology Architect,Architects,14-02-08
                    Software Gatekeeper,Developer,14-02-08
                   Aerostructures Engineer,Developer,07-02-08
                    Registry Clerk (expected employment opportunity),Testing and Quality,07-02-08
                    Network Communication Engineer,Developer,07-02-08
                   Design Acceptance Authority Representative (DAAR),Testing and Quality,07-02-08
                    Mechanical Engineer,Developer,07-02-08
                   Head of Computer Network Defence and Forensics,Developer,07-02-08
                   Application Architect,Architects,07-02-08
                   Communications Technicians (Several Positions) (expected employment opportunity),Engineering,07-02-08
                    Cable Infrastructure Manager (expected employment opportunity),Engineering,07-02-08
                    Applications Developer,Developer,07-02-08
                    IT Database Administrator,Database Development,07-02-08
                   Geomorphologist/Geospatial Data Officer,Database Development,07-02-08
                   Web Content Manager,Developer,07-02-08
                   Web Content Manager,Developer,07-02-08
                   Web Content Manager,Developer,07-02-08
                   Web Content Manager,Developer,07-02-08
                   Web Content Manager,Developer,07-02-08
                    Assistant Investigator,Security,07-02-08
                    Security Supervisor,Security,07-02-08
                    Shift Supervisor Security,Security,07-02-08
                   Web Developer,Developer,07-02-08
"                    Supervisor, Finance and Infrastructure",Engineering,31-01-08
                    Manager Metadata,Database Development,31-01-08
                    Lotus Notes Administrator,Engineering,31-01-08
                   Information Service Coach,Telecommunications,31-01-08
                    Avionics Engineer,Developer,31-01-08
                    Database Administrators,Database Development,31-01-08
                    Database Administrators,Database Development,31-01-08
                    Database Administrator,Database Development,31-01-08
                    Contract Repair Officer (expected employment opportunity),Engineering,31-01-08
                    Claims Administrator,Engineering,31-01-08
                   Composite Laboratory Technician,Engineering,31-01-08
                   Composite Laboratory Technician,Engineering,31-01-08
                    IBM Communications (Information Technology),Telecommunications,31-01-08
                    Welding/Metallurgical and Marine Corrosion Laboratory Technician,Engineering,31-01-08
                    Engineer,Developer,31-01-08
                    Software Developer,Developer,31-01-08
                    Software Developer,Developer,31-01-08
                   Inventory Controller (expected employment opportunity),Testing and Quality,31-01-08
                   Inventory Controller (expected employment opportunity),Testing and Quality,31-01-08
                    System Engineering Manager (expected employment opportunity),Developer,31-01-08
                   Community Employment Broker,Testing and Quality,31-01-08
                   Community Employment Broker,Testing and Quality,31-01-08
                   Database Researcher,Database Development,31-01-08
                   Executive Assistant/Branch Administrator,Engineering,31-01-08
                   Executive Assistant/Branch Administrator,Engineering,31-01-08
                   Executive Assistant/Branch Administrator,Engineering,31-01-08
                   Executive Assistant/Branch Administrator,Engineering,31-01-08
                   Executive Assistant/Branch Administrator,Engineering,31-01-08
                   Executive Assistant/Branch Administrator,Engineering,31-01-08
                    Marine Science Data Officer/Programmer,Database Development,31-01-08
                    Front Desk Officers,Developer,31-01-08
                    Night Attendant,Developer,31-01-08
                    Night Attendant,Developer,31-01-08
                    Night Attendant,Developer,31-01-08
                    Night Attendant,Developer,31-01-08
                   APS 6 (P) - Biomedical/Clinical Engineer,Developer,31-01-08
                    Web Operations Team Leader,Developer,31-01-08
                    Investigators,Security,31-01-08
                    Midrange Developer Project Leader,Developer,31-01-08
                    Assistant Director - Web Services,Developer,24-01-08
                    Enterprise Application Integration Director,Architects,24-01-08
                   Data Manager,Database Development,24-01-08
                    Office Administrator (expected employment opportunity),Engineering,24-01-08
                    Clerical Assistant (expected employment opportunity),Testing and Quality,24-01-08
                    Standard Defence Supply System Local Site Administrator,Engineering,24-01-08
                    Office Administrator (expected employment opportunity),Engineering,24-01-08
                   Virtual Laboratory Support Technician,Engineering,24-01-08
                   Assistant Web Manager,Developer,24-01-08
                   Web Publishing and Communication Assistant,Developer,24-01-08
                   Application Developers,Developer,24-01-08
                   Weekend Cook,Developer,24-01-08
                   Domestic (expected employment opportunity),Testing and Quality,24-01-08
                   Intra-Government Communication Network Database Manager,Database Development,24-01-08
                    Education Assistant (expected employment opportunity),Testing and Quality,24-01-08
                    Voice and Data Centre Support Officer,Database Development,24-01-08
                   Hardware Assets Manager,Engineering,24-01-08
                   Hardware Assets Manager,Engineering,24-01-08
                   Hardware Assets Manager,Engineering,24-01-08
                   Hardware Assets Manager,Engineering,24-01-08
                   Hardware Assets Manager,Engineering,24-01-08
                   Hardware Assets Manager,Engineering,24-01-08
                    Investigator,Security,24-01-08
                    Business Solution Designer,Architects,24-01-08
                    Web Content Editor,Developer,17-01-08
                    Network Support Technician,Developer,17-01-08
                    Manager TM1 Solutions,Architects,17-01-08
                     Kiowa Avionics Engineer,Developer,17-01-08
                    Chief Engineer (Professional),Developer,17-01-08
                    Mechanical Design Drafting Officer,Engineering,17-01-08
                    Engineer/Scientist in Hellicopter Flight Modelling (expected employment opportunity),Developer,17-01-08
                   Communications Security Custodian,Security,17-01-08
                    Quality Assurance Representative,Testing and Quality,17-01-08
                    Quality Assurance Representative (expected employment opportunity),Testing and Quality,17-01-08
                   Data Manager,Database Development,17-01-08
                    Marine Microbial Ecologist - Community Production,Testing and Quality,17-01-08
                    Marine Microbial Ecologist - Community Production,Testing and Quality,17-01-08
"                   Manager, Web Development",Developer,17-01-08
                    Exhibitions & Loans Assistant (expected employment opportunity),Testing and Quality,17-01-08
                    System Administrator/Level 2 Service Desk Support,Engineering,17-01-08
                   Applications Programmer,Developer,17-01-08
                   Vehicle Fleet Administrator,Engineering,17-01-08
                    Transport Security Inspector,Security,17-01-08
                    IT Services Administrator,Engineering,17-01-08
                    IT Systems Architect,Architects,10-01-08
                    Cabinet Liaison Officer,Developer,10-01-08
                    Cabinet Liaison Officer,Developer,10-01-08
                    (Re-advertised) Regional Dispute Resolution Coordinator,Architects,10-01-08
                   Aerostructures technician,Engineering,10-01-08
                    Project Engineer,Developer,10-01-08
                    Project Engineer,Developer,10-01-08
                   Inventory Data Manager,Database Development,10-01-08
                    Radio Spectrum Planner (Professional),Telecommunications,10-01-08
                   Data Manager,Database Development,10-01-08
                    Radio Spectrum Planner (Professional),Telecommunications,10-01-08
                    Calibration Technician - Electrical,Engineering,10-01-08
                   Research Scientist/Engineer,Developer,10-01-08
                   Senior Application Architect,Architects,10-01-08
                   Assistant Cinema Programmer,Developer,10-01-08
                    Software Product Manager,Developer,10-01-08
                    Independent Completion Reports and Evaluation Manager,Developer,10-01-08
                    Check the Checker (expected employment opportunity),Testing and Quality,10-01-08
                    Telecommunications & Data Communications Officer,Database Development,10-01-08
                    IT Finance and Software Manager,Developer,10-01-08
"                    Team Member, Aviation Security and Parliamanetary Support",Developer,10-01-08
                    Infrastructure and Contract Manager,Engineering,10-01-08
                    Web Developer,Developer,10-01-08
                    Database Administrator,Database Development,10-01-08
                    Database Administrator,Database Development,10-01-08
                    Database Administrator,Database Development,10-01-08
                    Database Administrator,Database Development,10-01-08
                    Database Administrator,Database Development,10-01-08
                    Database Administrator,Database Development,10-01-08
                    Database Administrator,Database Development,10-01-08
                    Database Administrator,Database Development,10-01-08
"                    Director, Accommodation and Infrastructure Projects",Engineering,10-01-08
                    PRRT Administrator,Engineering,10-01-08
                   L&D Administrator,Engineering,20-12-07
                    Assistant System Administrator,Engineering,20-12-07
                    IT Administrator / Procurement Officer,Engineering,20-12-07
                    IT Administrator / Procurement Officer,Engineering,20-12-07
                    Data Manager,Database Development,20-12-07
                    Data Manager (expected employment opportunity),Database Development,20-12-07
                    Data Manager,Database Development,20-12-07
                   Investigator,Security,20-12-07
                   Investigator,Security,20-12-07
                   Investigator,Security,20-12-07
                   Investigator,Security,20-12-07
                   Weekend Cook,Developer,20-12-07
                    Night Attendant,Developer,20-12-07
                    Night Attendant,Developer,20-12-07
                    Night Attendant,Developer,20-12-07
                    Night Attendant,Developer,20-12-07
                    Night Attendant,Developer,20-12-07
                    Complaints and Resolution Officer and Auditor,Architects,20-12-07
                    Complaints and Resolution Officer and Auditor,Architects,20-12-07
                    Portfolio Administrator,Engineering,20-12-07
                    Contract Administrator,Engineering,20-12-07
                    Contract Administrator,Engineering,20-12-07
                    Middleware Designer/Architect,Architects,20-12-07
                   Assistant Manager Virtual Infrastructure (SITOC),Engineering,20-12-07
                    Geospatial Data Officer,Database Development,20-12-07
                    Geospatial Data Officer,Database Development,20-12-07
                    Geospatial Data Officer,Database Development,20-12-07
                    Senior Manager Strategy & Architecture,Architects,20-12-07
                    Registration Administrator,Engineering,13-12-07
                    Supervisor Protective Security Coordination,Security,13-12-07
                    Radar Program Office System Engineer (Professional),Developer,13-12-07
                    Registry Clerk (expected employment opportunity),Testing and Quality,13-12-07
                    Maintenance Fitter (Mechanical),Engineering,13-12-07
                    Maintenance Fitter (Mechanical),Engineering,13-12-07
                    Local Site Administrator,Engineering,13-12-07
                    Graphic Designer (expected employment opportunity),Testing and Quality,13-12-07
                    Block Upgrade Project Engineering Manager,Developer,13-12-07
                    Block Upgrade Project Engineering Manager,Developer,13-12-07
                   Simulation Scientist/Engineer,Developer,13-12-07
                   Simulation Scientist/Engineer,Developer,13-12-07
                   Electrical and Mechanical Engineering Instructions Supervisor (expected employment,Developer,13-12-07
                   Assistant Local Site Administrator,Engineering,13-12-07
                    Web Developer,Developer,13-12-07
                    Graduate Administrator,Engineering,13-12-07
                  IT Administrator,Engineering,13-12-07
                    Midrange Developer,Developer,13-12-07
                    .Net Developer,Developer,13-12-07
                    Tera Text - Web Developer,Developer,13-12-07
                    System Administrator,Engineering,13-12-07
                    Programmer,Developer,13-12-07
                    .Net Developer,Developer,13-12-07
                    Human Resources System Administrator,Engineering,13-12-07
                    Midrange Developer Project Leader,Developer,13-12-07
                   Manager Rehabilitaion Appliances Program & Homefront,Developer,13-12-07
                    Web Applications Developer,Developer,06-12-07
                    BRS Corporate Data Manager,Database Development,06-12-07
                    Project Administrator,Engineering,06-12-07
                    Project Administrator,Engineering,06-12-07
                    Data Entry Operator,Database Development,06-12-07
                    Leasing Administrator,Engineering,06-12-07
                   Assistant Manager Data and Allowances,Database Development,06-12-07
                   Principal Aero Structures Engineer,Developer,06-12-07
                    Junior Officers - Postings Administrator,Engineering,06-12-07
                    Office Administrator (expected employment opportunity),Engineering,06-12-07
                    Flight Information Publication Editor/Cartographer,Telecommunications,06-12-07
                    IT Professional (Information Technology),Telecommunications,06-12-07
                   Calibration Technician,Engineering,06-12-07
                    Design Engineer,Developer,06-12-07
                    Engineering Officer,Developer,06-12-07
                    Overseas Training Program Co-ordinator (expected employment opportunity),Testing and Quality,06-12-07
                   Cleaner (expected employment opportunity),Testing and Quality,06-12-07
                    Information Technology Services Trainer (expected employment opportunity),Telecommunications,06-12-07
                   Investigator,Security,06-12-07
                   Investigator,Security,06-12-07
                   Investigator,Security,06-12-07
                   Investigator,Security,06-12-07
                   Investigator,Security,06-12-07
                   Investigator,Security,06-12-07
                   Data Officer,Database Development,06-12-07
                    Public Affairs 2 - Web Editor,Developer,06-12-07
                    Public Affairs 2 - Web Editor,Developer,06-12-07
                    Public Affairs 2 - Web Editor,Developer,06-12-07
                    Public Affairs 2 - Web Editor,Developer,06-12-07
                    Solution Broker,Architects,06-12-07
                    Solution Broker,Architects,06-12-07
                    Support Officer Helpdesk Administrator,Engineering,29-11-07
                    Library Technician,Engineering,29-11-07
                    Spatial Technician Trainee,Engineering,29-11-07
                   Assistant Investigator,Security,29-11-07
                    Information Administrator (expected employment opportunity),Engineering,29-11-07
                    Chief Engineer,Developer,29-11-07
                   Electronics Technician,Engineering,29-11-07
                   Ship Configuration Inspector,Testing and Quality,29-11-07
                    Aircraft Structural Integrity Engineer,Developer,29-11-07
                   Packaged Products Staff (expected employment opportunity),Testing and Quality,29-11-07
                    Engineering Officer,Developer,29-11-07
                    Applications Support Officer,Developer,29-11-07
                    Applications Support Officer,Developer,29-11-07
                    Software Engineer,Developer,29-11-07
                    Information Management Officer / Application Management Assessor,Developer,29-11-07
                   Combat System Engineer (expected employment opportunity),Developer,29-11-07
                   Engineering Services Manager (expected employment opportunity),Developer,29-11-07
                   Principle Investigator (expected employment opportunity),Security,29-11-07
                    Web Developer,Developer,29-11-07
                    Web Developer,Developer,29-11-07
                   Test or Applications Development Team members,Developer,29-11-07
                    Graphics/GIS Applications Officer,Developer,29-11-07
                    Infrastructure and Contract Manager,Engineering,29-11-07
                    Software Developer,Developer,29-11-07
                    APMS Administrator,Engineering,29-11-07
                    Transport Security Inspector,Security,29-11-07
                    Information Designer,Telecommunications,29-11-07
                    Infrastructure Support Liaison Officer,Engineering,29-11-07
                    IT Systems Architect,Architects,22-11-07
                   Telecommunications Technician,Engineering,22-11-07
                   Assistant Telecommunications Technician,Engineering,22-11-07
                   NetAlert Outreach Manager,Developer,22-11-07
                    Security Architect/Certification Officer,Architects,22-11-07
                    Project Coordinator and Certification Engineer,Developer,22-11-07
                    Test and Evaluation Engineer,Developer,22-11-07
                    System Administrator,Engineering,22-11-07
                   Data Management Administrator,Database Development,22-11-07
                    Contract and Data Manager,Database Development,22-11-07
                   Project Administrator,Engineering,22-11-07
                   Web Site and Project Manager,Developer,22-11-07
                   Web Site and Project Manager,Developer,22-11-07
                   Web Site Manager,Developer,22-11-07
                    Web writer/editor and information architect,Architects,22-11-07
                    Web site project officer,Developer,22-11-07
                    Web site project officer,Developer,22-11-07
"                   Director, Environmental Resources Information Network (ERIN)",Developer,22-11-07
"                   Director, Environmental Resources Information Network (ERIN)",Developer,22-11-07
                    Assistant Houseparent (expected employment opportunity),Testing and Quality,22-11-07
                    Assistant Houseparent (expected employment opportunity),Testing and Quality,22-11-07
                    Web Officer: Content development and management,Developer,22-11-07
                    Web Producer,Developer,22-11-07
                   Web Coordinator,Developer,22-11-07
                    Broadband 3 Investigators (expected employment opportunity),Database Development,22-11-07
                    Database Administrator,Database Development,22-11-07
                   Network Administrator,Developer,22-11-07
                    Applications Manager,Developer,22-11-07
                    Web Coordinator/Developer,Developer,22-11-07
                    Web Coordinator/Developer,Developer,22-11-07
                    IT Application Support and Maintenance,Developer,22-11-07
                    IT Application Support and Maintenance,Developer,22-11-07
                    Data Management Officer (expected employment opportunity),Database Development,22-11-07
                    Data Management Officer (expected employment opportunity),Database Development,22-11-07
                    Capability Developer,Developer,22-11-07
                    Solution Architect,Architects,22-11-07
                    Data Design and Assurance Officer,Database Development,22-11-07
                    Litigator (expected employment opportunity),Testing and Quality,22-11-07
                 Electro-Optic Technician,Engineering,15-11-07
                    ITIL Manager - In-Service Application (expected employment opportunity),Developer,15-11-07
                   SO2 Warehousing (expected employment opportunity),Testing and Quality,15-11-07
                   CMIS Database Administrator,Database Development,15-11-07
                   SO3 Log System (expected employment opportunity),Testing and Quality,15-11-07
                    Land Use Planner (expected employment opportunity),Testing and Quality,15-11-07
                    Software Engineer,Developer,15-11-07
                   Software Manager,Developer,15-11-07
                    Test Engineer,Developer,15-11-07
                    Project Engineer (Professional) (expected employment opportunity),Developer,15-11-07
                    Tenix Questacon Maths Squad Presenter (expected employment opportunity),Testing and Quality,15-11-07
                    Graduate Opportunities (expected employment opportunity),Testing and Quality,15-11-07
                   Investigator,Security,15-11-07
                    Java Application Developer (Information Technology Officer Class 2),Developer,15-11-07
                   IT Security Specialist,Security,15-11-07
                    Solution Broker,Architects,15-11-07
                    Applications Programmer,Developer,15-11-07
                   Web Support Officer,Developer,15-11-07
                    Investigator,Security,15-11-07
                   Floor Supervisor (expected employment opportunity),Testing and Quality,15-11-07
                   Floor Supervisor (expected employment opportunity),Testing and Quality,15-11-07
                    GIS Technician/Online Applications Developer,Developer,08-11-07
                    Regional Dispute Resolution Coordinator,Architects,08-11-07
                    Chief Engineer,Developer,08-11-07
                   Adminstrative Assistant (expected employment opportunity),Testing and Quality,08-11-07
                   Adminstrative Assistant (expected employment opportunity),Testing and Quality,08-11-07
                    Engineer,Developer,08-11-07
                   Contract Support AMS2A (expected employment opportunity),Testing and Quality,08-11-07
                   Toolmaker (expected employment opportunity),Testing and Quality,08-11-07
                    IT Specialist (expected employment opportunity),Testing and Quality,08-11-07
                   Data Integrity Manager,Database Development,08-11-07
                    Quality Assurance Representative,Testing and Quality,08-11-07
                    Engineering Officer,Developer,08-11-07
                    Repair Manager (Mobility),Engineering,08-11-07
                    Cabinet Liaison Officer (expected employment opportunity),Developer,08-11-07
                    Cabinet Liaison Officer (expected employment opportunity),Developer,08-11-07
                    Cabinet Liaison Officer (expected employment opportunity),Developer,08-11-07
                   System Tester (expected employment opportunity),Testing and Quality,08-11-07
                   Assistant Director Water (Water Data),Database Development,08-11-07
                    Solution Broker,Architects,08-11-07
                    Senior Architecture Analyst,Architects,08-11-07
                     Service Profiling Administrator,Engineering,08-11-07
                    OH&S Administrator,Engineering,08-11-07
                    Application Developer,Developer,08-11-07
                    Application Developer,Developer,08-11-07
                    Geospatial Applications Officer,Developer,08-11-07
                   Geological Data Manager/Compiler,Database Development,08-11-07
                    Graphics/GIS Application Officer,Developer,08-11-07
                   Web Administrator,Developer,08-11-07
                    Non-ongoing Employment Opportunities,Testing and Quality,08-11-07
                    Data and Evaluation Stream Leader,Database Development,08-11-07
                    Data and Evaluation Manager,Database Development,08-11-07
                    Infrastructure & Deployment Manager,Engineering,08-11-07
                    Application Environment Manager,Developer,08-11-07
                    Judicial Appointments Administrator,Engineering,01-11-07
                    Software Developer,Developer,01-11-07
                   TRIM Administrator (expected employment opportunity),Engineering,01-11-07
                    National Sales Administrator,Engineering,01-11-07
                    Block Upgrade Project Engineering Manager,Developer,01-11-07
                    Assistant Data Manager,Database Development,01-11-07
                    Local Site Administrator (expected employment opportunity),Engineering,01-11-07
                    Psychology Administrator,Engineering,01-11-07
                   Manager Network Accreditation,Developer,01-11-07
                    Nautical Information Assistant,Telecommunications,01-11-07
                    Nautical Information Researcher,Telecommunications,01-11-07
                    System Administrator,Engineering,01-11-07
                    Engineering Officer,Developer,01-11-07
                    Weekend Cook,Developer,01-11-07
                   Solution Broker - Development and Implementation,Architects,01-11-07
                   Assistant Section Manager - Evaluation Data Management,Database Development,01-11-07
"                    Assistant Director, Web Services",Developer,01-11-07
                    Solution Broker,Architects,01-11-07
                    Job Capacity Assessor Administrator,Engineering,01-11-07
                    Defence Data Specifications Officer,Database Development,01-11-07
                   Seismic Data Loader,Database Development,01-11-07
                   Chamber Attendant,Developer,01-11-07
                   Network Communications Specialist,Developer,01-11-07
                    Charting & Data Assistant,Database Development,01-11-07
                    Quarantine Animal Attendant,Developer,25-10-07
                    Infrastructure Division Human Resource Manager (expected employment opportunity),Engineering,25-10-07
                    Data Manager,Database Development,25-10-07
                    Design Engineer,Developer,25-10-07
                    Calibration Technician  RF Electrical,Engineering,25-10-07
                    Calibration Technician  Electrical DC LF,Engineering,25-10-07
                   Director - Vendor Management,Developer,25-10-07
                    Engineering Practitioner,Developer,25-10-07
                    Engineering Practitioner,Developer,25-10-07
                    Engineering Team Leader,Developer,25-10-07
                    Engineering Team Leader,Developer,25-10-07
                    Deputy Chief Engineer,Developer,25-10-07
                    Engineering Officer,Developer,25-10-07
                   Defence Scientist in Naval Architecture,Architects,25-10-07
                    Defence Scientist - Physics/Mathematics/Engineering,Developer,25-10-07
                    Quality Assurance (expected employment opportunity),Testing and Quality,25-10-07
                   Test and Evaluation Support Engineer (expected employment opportunity),Developer,25-10-07
                 Mechanical Fabrication,Engineering,25-10-07
                    Calibration Technician - Electrical,Engineering,25-10-07
                   Calibration Technician Supervisor (expected employment opportunity),Engineering,25-10-07
                    Tides Assistant (expected employment opportunity),Testing and Quality,25-10-07
                    Tides Assistant (expected employment opportunity),Testing and Quality,25-10-07
                    System Administrator,Engineering,25-10-07
                    Relief Night Attendant,Developer,25-10-07
                    Relief Night Attendant,Developer,25-10-07
                    Weekend Cook,Developer,25-10-07
                    Weekend Cook,Developer,25-10-07
                   Legal Administrator,Engineering,25-10-07
                    Webmaster,Developer,25-10-07
                   Job Capacity Assessment Administrator,Engineering,25-10-07
                   Job Capacity Assessment Administrator,Engineering,25-10-07
                    Job Capacity Assessor Administrator,Engineering,25-10-07
                    Job Capacity Assessor Administrator,Engineering,25-10-07
                    Area Administrator - JCAc (accounts),Engineering,25-10-07
                    Director ICT Infrastructure Services,Engineering,25-10-07
                    System Administrator,Engineering,25-10-07
                    Engineer/Scientist,Developer,25-10-07
                    Engineer/Scientist,Developer,25-10-07
"                    Messengerial Attendants, Store Manager, Transport Officers",Developer,25-10-07
                    Transport Security Inspector,Security,25-10-07
                    Transport Security Inspectors,Security,25-10-07
                    Service Management (InfraEnterprise) Tool Administrator,Architects,25-10-07
                    Service Management (InfraEnterprise) Tool Administrator,Architects,25-10-07
                    Solution Architect,Architects,25-10-07
                    Senior Solution Architect,Architects,25-10-07
                    Mid Range Developer,Developer,25-10-07
                   System and Office Administrator,Engineering,25-10-07
                   Web Communications Manager,Developer,18-10-07
"                    Team Leader - Registration, Tabling and Data Migration Team (expected employment",Database Development,18-10-07
                    Picture Australia Administrator,Engineering,18-10-07
                    Project Engineering Manager,Developer,18-10-07
                   System Administrator/Programmer,Developer,18-10-07
                    Data Acquisition Officer,Database Development,18-10-07
                    Applications Architect,Architects,18-10-07
                    Contracted Services Administrator,Engineering,18-10-07
                    APS Level 2 (expected employment opportunity),Testing and Quality,18-10-07
                   Investigator,Security,18-10-07
                    Broadband Lawyer,Database Development,18-10-07
                    Graduate Electrical Engineer,Developer,18-10-07
                    Systems Architect (Senior Information Technology Officer Grade B),Architects,18-10-07
                    Night Attendant,Developer,18-10-07
                   Applications Support Officer,Developer,18-10-07
                   Internet Team Leader,Developer,18-10-07
                    Automated Tester,Testing and Quality,18-10-07
                    eLearning Developer,Developer,18-10-07
                    Corporate Positions (expected employment opportunity),Testing and Quality,18-10-07
                    Executive Manager IT Solutions,Architects,18-10-07
                   Web Mapping Developer,Developer,18-10-07
                    Business Analyst - Systems Architecture,Architects,18-10-07
                   GIS Specialist - Application Developer,Developer,18-10-07
                   IT Maintenance Engineer,Developer,18-10-07
                    Infrastructure and Contract Manager,Engineering,18-10-07
                    Programme Administrator,Engineering,18-10-07
                    Materials Engineer,Developer,18-10-07
                    Trainer/Product Developer,Developer,18-10-07
                   IT Infrastructure Support Officer,Engineering,18-10-07
                   IT Infrastructure Support Officer,Engineering,18-10-07
"                    Supervisor, Freedom of Information",Telecommunications,18-10-07
                    Cabinet Liaison Officer,Developer,11-10-07
                    ACV First Engineer (Customs Level 2),Developer,11-10-07
                    Library Technician/Assistant,Engineering,11-10-07
                   ITS Trainer (expected employment opportunity),Testing and Quality,11-10-07
                   Ship Configuration Inspector,Testing and Quality,11-10-07
                    Design Engineer Aero Mechanical,Developer,11-10-07
                   Database Administrator,Database Development,11-10-07
                    Trainer/Developer,Developer,11-10-07
                    Trainer/Developer,Developer,11-10-07
                   Software Engineer (expected employment opportunity),Developer,11-10-07
                    Repairs/Spares Inventory Manager,Engineering,11-10-07
                   Data Coordinator Officer,Database Development,11-10-07
                    Workforce Data Co-ordinator (expected employment opportunity),Database Development,11-10-07
                    Data Integrity and Establishments Manager,Database Development,11-10-07
                   Web Operations Officer,Developer,11-10-07
                   Community Employment Brokers,Testing and Quality,11-10-07
                    Investigator,Security,11-10-07
"                    Developer, Information Technology",Developer,11-10-07
                    Engineering Manager,Developer,11-10-07
                   Programmer (Several Positions),Developer,11-10-07
                   Graphic/Web Designer,Developer,11-10-07
                    Data Centre Operations Shift Member,Database Development,11-10-07
                    Feedback Resolution Officer,Architects,11-10-07
                    Transport Security Inspector,Security,11-10-07
                    Web Developer,Developer,11-10-07
                    Legislation Editor (expected employment opportunity),Testing and Quality,04-10-07
                   Records and Information Assistant,Telecommunications,04-10-07
                    Stack Attendants,Developer,04-10-07
                    ICT Service Support (Intermediate),Telecommunications,04-10-07
                    Metrologist  Electrical RF (expected employment opportunity),Engineering,04-10-07
                   Repairable Item Manager,Engineering,04-10-07
                    English Second Language (ESL) Proficiency Test Item/Materials Development,Testing and Quality,04-10-07
                    Professional Engineer (Professional),Developer,04-10-07
                   Data Manager,Database Development,04-10-07
                    Joint Project Office Engineer (Professional) (expected employment opportunity),Developer,04-10-07
                   Movements Clerk (expected employment opportunity),Testing and Quality,04-10-07
                    Tactical Data Link Operational Support,Database Development,04-10-07
                    Relief Night Attendant,Developer,04-10-07
                    Relief Night Attendant,Developer,04-10-07
                   (Several Positions) (Expected Vacancies) (expected employment opportunity),Testing and Quality,04-10-07
"                   Head, Pharmacokinetics",Developer,04-10-07
                    System Tester,Testing and Quality,04-10-07
