JobTitle,Classification,JobType,Location,Salary,Level,Date,Description
                     Financial Accountant, Finance,"                       Non-ongoing (Temporary),  Full-time",                      Financial Accountant | ACT,"                        $77,703 - $94,429",               Executive Level 1,categorized-2007-08-30,"Job Description:Duties
Reporting to the Finance Manager, and responsible for the supervision and guidance of five team members, this is a critical role 
in the Finance Team.
Your duties will include the preparation of various financial reports in accordance with Applicable Accounting Standards, the 
review of General Ledger journals and Reconcilliations, and the oversight of the agency's Asset Management Program. 
You will possess demonstrated competencies in financial management, budgeting, reporting and excel spreadsheet 
manipulation in an accrual accounting environment. It is essential that you have relevant tertiary qualifications and be a member 
of a Professional Accounting Body.
Eligibility
This is a position of trust. The occupant must satisfy and abide by the Commission's security requirements which include 
Australian citizenship unless conditions for a waiver exist. The occupant must also complete a rigorous security assessment by 
the Commission."
                     Service Desk Analyst (Customs Level 1), Business Analysts,"                       Ongoing,  Full-time",                      Canberra | ACT,"                        $39,753 - $49,875",               APS Level 3,categorized-2007-08-30,"Job Description:Duties
Customs IT Branch is seeking motivated staff with a service desk background to provide first line support for Customs IT users. 
The service desk is the single point of contact for all incidents, requests, queries, issues and other contacts in relation to ICT 
services within Customs.  It is also the focal point between all parties, including internal and external service providers. The 
Service Desk will provide 24/7 support for Customs users, and may involve shift work. You will handle incidents, requests, 
queries and other ICT related issues, escalating those that cannot be resolved to specialist resolver groups.  These positions 
will suit those who are seeking to challenge themselves and continue learning.
About Australian Customs Service
Customs role is to facilitate trade and the movement of people across Australias borders, while protecting the Australian 
community, maintaining compliance with Australian law, collecting revenue and administering industry schemes and trade 
measures. This range of activities creates a diverse and ever-changing work environment.
There are four methods of entry into Customs  as a Trainee, a Graduate Trainee, as part of the National Indigenous Cadetship 
Project, or above base general recruitment. 
Customs offers flexible, family-friendly working conditions, attractive remuneration packages and access to a range of 
employment opportunities. Customs is seeking adaptable, client-focused, goal-oriented and self-motivated people with high 
standards of integrity and professionalism, who are committed to change management.
Applicants are selected for advertised vacancies on the basis of merit, as assessed against specific selection criteria. It is in the 
interests of applicants to address these criteria comprehensively and succinctly. 
Applicants who are of Aboriginal or Torres Strait Islander descent, come from non-English speaking backgrounds or have 
disabilities may wish to indicate this in their applications so that appropriate testing and interview arrangements can be made. 
All applicants must be prepared to take part in selection processes that might include behavioural, psychometric, aptitude and 
attitudinal testing in addition to the interview process.
Applicants should be aware that Customs positions require the occupant to be an Australian citizen (or have proof of application 
for Australian citizenship) and to meet the required security and medical standard prior to commencement.
Further information and selection documentation can be obtained from Customs website, www.customs.gov.au, or by contacting 
the Australian Customs Service on 02 6275 6675 or recruitment@customs.gov.au"
                     Senior Service Desk Analyst (Customs Level 2), Business Analysts,"                       Ongoing,  Full-time",                      Canberra | ACT,"                        $49,875 - $58,596",               APS Level 5,categorized-2007-08-30,"Job Description:Duties
Customs IT Branch is seeking motivated staff with a service desk background to provide first line support for Customs IT users. 
The service desk is the single point of contact for all incidents, requests, queries, issues and other contacts in relation to ICT 
services within Customs.  It is also the focal point between all parties, including internal and external service providers. The 
Service Desk will provide 24/7 support for Customs users, and may involve shift work. You will handle incidents, requests, 
queries and other ICT related issues, escalating those that cannot be resolved to specialist resolver groups.  These positions 
will suit those who are seeking to challenge themselves and continue learning.
About Australian Customs Service
Customs role is to facilitate trade and the movement of people across Australias borders, while protecting the Australian 
community, maintaining compliance with Australian law, collecting revenue and administering industry schemes and trade 
measures. This range of activities creates a diverse and ever-changing work environment.
There are four methods of entry into Customs  as a Trainee, a Graduate Trainee, as part of the National Indigenous Cadetship 
Project, or above base general recruitment. 
Customs offers flexible, family-friendly working conditions, attractive remuneration packages and access to a range of 
employment opportunities. Customs is seeking adaptable, client-focused, goal-oriented and self-motivated people with high 
standards of integrity and professionalism, who are committed to change management.
Applicants are selected for advertised vacancies on the basis of merit, as assessed against specific selection criteria. It is in the 
interests of applicants to address these criteria comprehensively and succinctly. 
Applicants who are of Aboriginal or Torres Strait Islander descent, come from non-English speaking backgrounds or have 
disabilities may wish to indicate this in their applications so that appropriate testing and interview arrangements can be made. 
All applicants must be prepared to take part in selection processes that might include behavioural, psychometric, aptitude and 
attitudinal testing in addition to the interview process.
Applicants should be aware that Customs positions require the occupant to be an Australian citizen (or have proof of application 
for Australian citizenship) and to meet the required security and medical standard prior to commencement.
Further information and selection documentation can be obtained from Customs website, www.customs.gov.au, or by contacting 
the Australian Customs Service on 02 6275 6675 or recruitment@customs.gov.au"
                     Field Services Officer (Customs Level 3), Management,"                       Ongoing,  Full-time",                      Darwin | NT,"                        $58,596 - $69,958",               APS Level 6,categorized-2007-08-30,"Job Description:Duties
Customs IT Branch is seeking motivated staff with a field services background to provide first level field services support for 
Customs IT users.
You will provide desktop/server support, regular maintenance, and troubleshooting of customer incidents and problems.  You 
will also provide administration of network infrastructure via onsite visits, phone or remote access tools. Field services may also 
be required to assist in the delivery of service support processes.  These include: Incident Management; Problem Management; 
Change Management and Release Management. These positions will suit those who are seeking to challenge themselves and 
continue learning.  Successful applicants will show a strong focus towards customer service, and be able to demonstrate their 
government or industry experience in a similar role.
About Australian Customs Service
Customs role is to facilitate trade and the movement of people across Australias borders, while protecting the Australian 
community, maintaining compliance with Australian law, collecting revenue and administering industry schemes and trade 
measures. This range of activities creates a diverse and ever-changing work environment.
There are four methods of entry into Customs  as a Trainee, a Graduate Trainee, as part of the National Indigenous Cadetship 
Project, or above base general recruitment. 
Customs offers flexible, family-friendly working conditions, attractive remuneration packages and access to a range of 
employment opportunities. Customs is seeking adaptable, client-focused, goal-oriented and self-motivated people with high 
standards of integrity and professionalism, who are committed to change management.
Applicants are selected for advertised vacancies on the basis of merit, as assessed against specific selection criteria. It is in the 
interests of applicants to address these criteria comprehensively and succinctly. 
Applicants who are of Aboriginal or Torres Strait Islander descent, come from non-English speaking backgrounds or have 
disabilities may wish to indicate this in their applications so that appropriate testing and interview arrangements can be made. 
All applicants must be prepared to take part in selection processes that might include behavioural, psychometric, aptitude and 
attitudinal testing in addition to the interview process.
Applicants should be aware that Customs positions require the occupant to be an Australian citizen (or have proof of application 
for Australian citizenship) and to meet the required security and medical standard prior to commencement.
Further information and selection documentation can be obtained from Customs website, www.customs.gov.au, or by contacting 
the Australian Customs Service on 02 6275 6675 or recruitment@customs.gov.au"
                     Trade Analyst (Customs Level 3), Business Analysts,"                       Ongoing,  Full-time",                      Canberra | ACT,"                        $58,596 - $69,958",               APS Level 6,categorized-2007-08-30,"Job Description:Duties
Trade Measures Branch investigates allegations that certain international trade practices may be adversely affecting the 
economic performance of Australian industries. As part of a small team, you will analyse and report on financial and market 
information relating to the manufacture, importation, exportation and sale of goods, provide policy support and undertake 
business improvement projects.  Successful applicants will represent Customs in consultations with a range of stakeholders 
including Australian industries, importers, exporters and other government agencies, both in Australia and overseas.
About Australian Customs Service
Customs role is to facilitate trade and the movement of people across Australias borders, while protecting the Australian 
community, maintaining compliance with Australian law, collecting revenue and administering industry schemes and trade 
measures. This range of activities creates a diverse and ever-changing work environment.
There are four methods of entry into Customs  as a Trainee, a Graduate Trainee, as part of the National Indigenous Cadetship 
Project, or above base general recruitment. 
Customs offers flexible, family-friendly working conditions, attractive remuneration packages and access to a range of 
employment opportunities. Customs is seeking adaptable, client-focused, goal-oriented and self-motivated people with high 
standards of integrity and professionalism, who are committed to change management.
Applicants are selected for advertised vacancies on the basis of merit, as assessed against specific selection criteria. It is in the 
interests of applicants to address these criteria comprehensively and succinctly. 
Applicants who are of Aboriginal or Torres Strait Islander descent, come from non-English speaking backgrounds or have 
disabilities may wish to indicate this in their applications so that appropriate testing and interview arrangements can be made. 
All applicants must be prepared to take part in selection processes that might include behavioural, psychometric, aptitude and 
attitudinal testing in addition to the interview process.
Applicants should be aware that Customs positions require the occupant to be an Australian citizen (or have proof of application 
for Australian citizenship) and to meet the required security and medical standard prior to commencement.
Further information and selection documentation can be obtained from Customs website, www.customs.gov.au, or by contacting 
the Australian Customs Service on 02 6275 6675 or recruitment@customs.gov.au"
                     Midrange Technical Analyst (Customs Level 4), Business Analysts,"                       Ongoing,  Full-time",                      Canberra | ACT,"                        $75,670 - $87,592",               Executive Level 1,categorized-2007-08-30,"Job Description:Duties
The successful applicant will be required to work within IT Branch, we are responsible the Main Processing infrastructure. The 
role will assist the midrange specialist in the management of the Customs midrange infrastructure.  This is a hands off role as 
the Customs main processing environment is provided by an external service provider, and will suit someone choosing to move 
into a management role. Previous experience in a midrange environment, Solaris, AIX and/or SAN experience would be an 
advantage.
About Australian Customs Service
Customs role is to facilitate trade and the movement of people across Australias borders, while protecting the Australian 
community, maintaining compliance with Australian law, collecting revenue and administering industry schemes and trade 
measures. This range of activities creates a diverse and ever-changing work environment.
There are four methods of entry into Customs  as a Trainee, a Graduate Trainee, as part of the National Indigenous Cadetship 
Project, or above base general recruitment. 
Customs offers flexible, family-friendly working conditions, attractive remuneration packages and access to a range of 
employment opportunities. Customs is seeking adaptable, client-focused, goal-oriented and self-motivated people with high 
standards of integrity and professionalism, who are committed to change management.
Applicants are selected for advertised vacancies on the basis of merit, as assessed against specific selection criteria. It is in the 
interests of applicants to address these criteria comprehensively and succinctly. 
Applicants who are of Aboriginal or Torres Strait Islander descent, come from non-English speaking backgrounds or have 
disabilities may wish to indicate this in their applications so that appropriate testing and interview arrangements can be made. 
All applicants must be prepared to take part in selection processes that might include behavioural, psychometric, aptitude and 
attitudinal testing in addition to the interview process.
Applicants should be aware that Customs positions require the occupant to be an Australian citizen (or have proof of application 
for Australian citizenship) and to meet the required security and medical standard prior to commencement.
Further information and selection documentation can be obtained from Customs website, www.customs.gov.au, or by contacting 
the Australian Customs Service on 02 6275 6675 or recruitment@customs.gov.au"
                     Customs Manager, Management,"                       Ongoing,  Full-time",                      Brisbane | QLD,"                        $75,670 - $87,592",               Executive Level 1,categorized-2007-08-30,"Job Description:Duties
Positions are available in various Branches.  The successful applicant could manage a discrete area of responsibility in one of 
the following Divisions: Cargo Operations; People and Place and Compliance. The successful applicant will be responsible to 
the relevant Director for the performance of their work area in meeting Customs outputs and outcomes.
About Australian Customs Service
Customs role is to facilitate trade and the movement of people across Australias borders, while protecting the Australian 
community, maintaining compliance with Australian law, collecting revenue and administering industry schemes and trade 
measures. This range of activities creates a diverse and ever-changing work environment.
There are four methods of entry into Customs  as a Trainee, a Graduate Trainee, as part of the National Indigenous Cadetship 
Project, or above base general recruitment. 
Customs offers flexible, family-friendly working conditions, attractive remuneration packages and access to a range of 
employment opportunities. Customs is seeking adaptable, client-focused, goal-oriented and self-motivated people with high 
standards of integrity and professionalism, who are committed to change management.
Applicants are selected for advertised vacancies on the basis of merit, as assessed against specific selection criteria. It is in the 
interests of applicants to address these criteria comprehensively and succinctly. 
Applicants who are of Aboriginal or Torres Strait Islander descent, come from non-English speaking backgrounds or have 
disabilities may wish to indicate this in their applications so that appropriate testing and interview arrangements can be made. 
All applicants must be prepared to take part in selection processes that might include behavioural, psychometric, aptitude and 
attitudinal testing in addition to the interview process.
Applicants should be aware that Customs positions require the occupant to be an Australian citizen (or have proof of application 
for Australian citizenship) and to meet the required security and medical standard prior to commencement.
Further information and selection documentation can be obtained from Customs website, www.customs.gov.au, or by contacting 
the Australian Customs Service on 02 6275 6675 or recruitment@customs.gov.au"
                     Customs Manager, Management,"                       Ongoing,  Full-time",                      Brisbane | QLD,"                        $75,670 - $87,592",               Executive Level 1,categorized-2007-08-30,"Job Description:Duties
The National Director Border Enforcement Support will provide strategic leadership to support and manage the Border 
Enforcement Support Division.  This includes responsibility for the strategic development and enhancement of border protection 
and enforcement capability life cycle; the acquisition of border protection and enforcement capability systems; the provision of 
ongoing service-contract management across the land, air and maritime environment and the responsibility for managing, 
training and deployment of the workforce associated with the delivery of maritime capability."
                     Customs Manager, Management,"                       Ongoing,  Full-time",                      Brisbane | QLD,"                        $75,670 - $87,592",               Executive Level 1,categorized-2007-08-30,"Job Description:Duties
The National Director Enforcement and Investigations will provide strategic leadership to support and manage the national 
Enforcement and Investigations Division.  This includes responsibility for the executive delivery of Customs border enforcement 
responsibilities: preventing harmful or illegal goods or people entering Australia or operating illegally in our exclusive economic 
zone; investigating sensitive or complex breaches of legislation for which Customs has functional responsibility and bringing 
these investigations to an appropriate conclusion; enforcement development through operational training of officers engaged in 
land, air, detector dog and maritime operations; and the implementation and management of quality assurance and operational 
readiness programs to ensure  consistency and standardisation of activities on a national basis.  They will also provide strategic 
advice to the Customs executive on overseas enforcement capacity building programs."
                     Senior Policy Officer, Administration,"                       Ongoing,  Full-time","                      Sydney or Melbourne | VIC, NSW","                        $61,765 - $73,527",               APS Level 6,categorized-2007-08-30,"Job Description:Duties
AUSTRAC is Australias anti-money laundering regulator and specialist financial intelligence unit. In its regulatory role 
AUSTRAC oversees compliance with the Financial Transaction Reports Act 1988 (FTR Act) and the Anti-Money Laundering 
and Counter-Terrorism Financing Act 2006 (AML/CTF Act). 
The Regulatory Policy teams purpose is to formulate and communicate AUSTRACs approach to applying the law on 
countering money laundering and the financing of terrorism. We do this through the expertise of the two teams working together 
to formulate policy, rules and guidance to assist industry and the community to understand the law and their obligations.
A Job Description is specific to each position and sets out the duties associated with the position.  Use the Job Description to 
guide your choice of information to include in your claims against the selection criteria so that the selection panel can clearly see 
your suitability for this particular position.
Under limited supervision, the Senior Regulatory Policy Officer is responsible for: undertaking research with an emphasis on the 
development of AUSTRAC and AML/CTF regulatory policy, and providing commentary and recommendations to management; 
responding to stakeholder inquiries in relation to regulatory policy issues; assisting in the assessment and review of applications 
seeking exemptions or modifications under the AML/CTF Act;  developing and maintaining internal and external relationships to 
facilitate the change to the new AML/CTF environment; project work; and quality assurance reviews on a variety of AML/CTF 
related documentation.
Eligibility
All positions are security assessed and the successful applicants will be required to undergo a security assessment and 
maintain an ongoing security clearance. To be eligible for assessment, applicants must be Australian citizens.
About Australian Transaction Reports and Analysis Centre (AUSTRAC)
The Australian Transaction Reports and Analysis Centre (AUSTRAC) is Australia's anti-money laundering and counter-terrorism 
financing regulator and specialist financial intelligence unit, originally established under the Financial Transaction Reports Act 
1988 (FTR Act) and continued in existence by the Anti-Money Laundering and Counter-Terrorism Financing Act 2006 
(AML/CTF Act)."
                      Senior Client Service Officer, Consultants,"                        Ongoing,  Full-time",                       Melbourne | VIC,"                         $51,504 - $54,196",                APS Level 4,categorized-2007-08-30,"Job Description:Duties
Client services staff are the initial point of contact that clients have with the Family Court. They apply their knowledge of court 
services and procedures to provide information on appropriate avenues for addressing client needs and assist in solving their 
problems, recommending appropriate options, resources or services both internal and external to the Court.
This role requires some leadership of client oriented staff within the team. There are a variety of changing priorities and client 
problems encountered in the work environment and this position involves supporting the Team Leader to ensure client services 
staff provide a high quality service.
About Family Court of Australia
The Family Court of Australia (the Court)  through its specialised Judges and staff, helps Australians to resolve their most 
complex family disputes.
The Court's goal is to deliver excellence in service for children, families and parties through effective judicial and non-judicial 
process, high quality and timely judgements, and respecting the needs of seperating families.
The purpose of the Court, as Australias superior court in family law, is to:
determine cases with complex law, facts and parties;  cover specialised areas in family law, and  provide national coverage as 
the appellate court in family law matters.
The establishment of Family Relationship Centres and the continued work or the Federal Magistrates Court of Australia (FMC) 
should ensure that the Court can increasingly focus on the determination of the most complex family law cases, including 
hearing of appeals. To achieve this, the Court provides a range of services, integrated within a case management environment, 
and encompassing:
information about family law and Court Services; judicial determination of litigated matters; and dispute resolution services 
(mediation)."
                     Judgements and Database Support Officer, Database Development,"                       Ongoing,  Full-time",                      Sydney | NSW,"                        $50,878 - $55,240",               APS Level 4,categorized-2007-08-30,"Job Description:Duties
The Federal Court of Australia is seeking the services of two client and outcomes focussed persons for its Principal Registry 
Library and Information Services section.  
The successful applicants will possess substantial experience in the maintenance of information databases, computer literacy in 
desktop applications (particularly advanced MSWord), an understanding of the importance of data integrity and its impact on 
clients, good organisational and interpersonal skills, ability to work to tight deadlines with minimal supervision and a 
demonstrated commitment to achieving quality client service.
Duties:  
Judgments
	maintenance of the Court's judgment databases on the intranet and website
	preservation of a judgment archive 
	distribution of judgments 
	liaison with chambers to achieve compliance with judgment template and Judgment Style Guide
	provision of judgments information to the Court and its clients, 
	timely updating and maintenance of the 'Appeals to Full Court' internet page.
Records 
	provision of assistance to the Records Manager as required
	creation, movement, audit and organisation of paper files
Intranet
	uploading content and undertaking projects under direction
Eligibility
Proficient IT skills in the use of desktop technology (Microsoft Office), internet and information database software.  Experience 
in a high volume client service environment preferably a law library or information centre."
                     Judgements and Database Support Officer, Database Development,"                       Ongoing,  Full-time",                      Sydney | NSW,"                        $50,878 - $55,240",               APS Level 4,categorized-2007-08-30,"Job Description:Duties
Assume responsibility for completing legislative projects so that they meet the needs of instructing agencies and government as 
a whole, and OPCs service standards.  Train assistant drafters.
Eligibility
You must be admitted as a practitioner, however described, of the High Court or the Supreme Court of an Australian State or 
Territory."
                     Judgements and Database Support Officer, Database Development,"                       Ongoing,  Full-time",                      Sydney | NSW,"                        $50,878 - $55,240",               APS Level 4,categorized-2007-08-30,"Job Description:Duties
Work in a vital role at the centre of government, drafting Bills for introduction into Parliament. Our drafters work on diverse 
subjects and much of the drafting work is high profile. Work as part of a team of drafters providing legislative drafting services 
(partly contribute to project outputs but primarily to acquire the skills required to provide legislative drafting services).
Eligibility
A degree in law from an Australian tertiary institution or a recognised overseas qualification. To advance in OPC you must be 
admitted as an practitioner (however described) of the High Court or the Supreme Court of an Australian State or Territory."
                     Judgements and Database Support Officer, Database Development,"                       Ongoing,  Full-time",                      Sydney | NSW,"                        $50,878 - $55,240",               APS Level 4,categorized-2007-08-30,"Job Description:Duties
Assist a Senior Executive Service team leader in providing legislative consultancy services and legislative drafting services. 
Acquire skills in legislative problem-solving, legislative drafting, dealing with people and project management.
Eligibility
You must be admitted as a practitioner, however described, of the High Court or the Supreme Court of an Australian State or 
Territory."
                     Judgements and Database Support Officer, Database Development,"                       Ongoing,  Full-time",                      Sydney | NSW,"                        $50,878 - $55,240",               APS Level 4,categorized-2007-08-30,"Job Description:Duties
Assist a Senior Executive Service team leader in providing legislative consultancy services and legislative drafting services. 
Acquire skills in legislative problem-solving, legislative drafting, dealing with people and project management.
Eligibility
You must be admitted as a practitioner, however described, of the High Court or the Supreme Court of an Australian State or 
Territory."
                     Judgements and Database Support Officer, Database Development,"                       Ongoing,  Full-time",                      Sydney | NSW,"                        $50,878 - $55,240",               APS Level 4,categorized-2007-08-30,"Job Description:Duties
Under general direction, develop and deliver scripted public presentations to visitors to the National Film and Sound Archive in 
Canberra emphasizing the work and collection of the Archive. Assist in the delivery of a variety of AFC and NFSA events and 
functions.
Eligibility
Interest/knowledge of Australian audiovisual heritage within an international context.
About Australian Film Commission
The Australian Film Commission (AFC) is an Australian Government statutory authority that aims to enrich Australias cultural 
identity by fostering an internationally competitive audiovisual production industry, making Australias audiovisual content and 
culture available to all, and developing and preserving a national collection of sound and moving image."
                     Judgements and Database Support Officer, Database Development,"                       Ongoing,  Full-time",                      Sydney | NSW,"                        $50,878 - $55,240",               APS Level 4,categorized-2007-08-30,"Job Description:Duties
The Administration Manager is an industry practitioner with a sound knowledge of the financing and production structures of the 
Australian film, television and interactive media industries, and substantial and recent experience at a key administrative 
production level. The successful applicant will be part of a team jointly responsible for the managing and monitoring of the Film 
Development Division and its programs and projects.
About Australian Film Commission
The Australian Film Commission (AFC) is an Australian Government statutory authority that aims to enrich Australias cultural 
identity by fostering an internationally competitive audiovisual production industry, making Australias audiovisual content and 
culture available to all, and developing and preserving a national collection of sound and moving image."
                    Helpdesk Officer, Help Desk and Support,"                      Ongoing,  Full-time",                     Kingston | ACT,"                       $54,965 - $62,002",              APS Level 4,categorized-2007-08-30,"Job Description:Duties
The Australian Sports Anti-Doping Authority (ASADA) is the Australian Governments focal point for its drive for Pure 
Performance in sport.  ASADA is seeking a person to provide desktop computer, laptop and software application support to 
ASADA staff, clients and stakeholders.  The successful applicant would be responsible for responding to PC desktop and laptop 
help desk requests in a timely and effective manner.  Other duties would include monitoring and identifying problems that could 
affect users and eliminating them where possible by providing solutions to a range of hardware, software and networking 
problems.
Eligibility
Qualifications: Relevant Technical / IT qualifications, not necessarily a degree. Microsoft accreditation for XP or server systems 
and/or qualifications relating to desktop applications such as Microsoft Office.  This position is subject to a security assessment 
and the successful applicant may have to undergo a medical assessment.  Australian Citizenship is highly desirable or 
Permanent Residency status is essential."
"                   Public Affairs Officer, Account Manager", Management,"                     Ongoing,  Full-time",                    Canberra | ACT,"                      $79,900 - $95,430",             Executive Level 1,categorized-2007-08-30,"Job Description:Duties
Looking for a challenge in corporate communications?
The Department is looking for an account manager to lead a small team providing a dedicated communications and public 
affairs service to one of our program areas. If you have relevant experience, are a great communicator, work well with other 
people and enjoy working to tight deadlines, please consider us and take a look at the online job pack."
                   Assistant Library Manager, Management,"                     Non-ongoing (Temporary),  Full-time",                    Canberra | ACT,"                      $60,815 - $70,005",             APS Level 6,categorized-2007-08-30,"Job Description:Duties
We are seeking a highly motivated and experienced librarian who can assist the senior librarian to successfully undertake day to 
day operations in a small specialist library and help lead a team providing excellent library services.
Eligibility
Professional qualifications in library management and delivery of library services are highly desirable."
                   Research Officer, Management,"                     Ongoing,  Full-time",                    Canberra | ACT,"                      $56,662 - $59,831",             APS Level 5,categorized-2007-08-30,"Job Description:Duties
We are seeking an experienced and energetic APS5 level officer who can contribute to the research and economic analysis 
activities of the Branch.  The successful person will be capable of working in a team environment to research, analyse and 
monitor developments in industry sectors such as telecommunications, the Internet and broadcasting.  A sound analytical mind 
and interest in economic research and modelling as applied to departmental policy are required for the position."
                    Project Officer / Technical Writer, Business Analysts,"                      Non-ongoing (Temporary),  Full-time",                     Canberra | ACT,"                       $60,815 - $70,005",              APS Level 6,categorized-2007-08-30,"Job Description:Duties
As a project officer / technical writer you will assist in the set up and running of various ICT projects and tender evaluations 
within the Branch. You will also assist with the production of reports and the development of Information Management policy. 
You will need high level written and oral communications skills and the willingness to take responsibility for outcomes."
                    Executive Assistant, Management,"                      Ongoing,  Full-time",                     Sydney | NSW,"                       $50,824 - $54,927",              APS Level 4,categorized-2007-08-30,"Job Description:Duties
Digital Australia is a new group within the Department. Digital Australias role will be to implement Ready, Get Set, Go Digital  
A digital action plan for Australia which represents the Governments policy to drive the conversion of free to air television in 
Australia from analogue to digital. The successful candidate will be expected to provide a high level of executive assistance and 
administrative support to senior executives and assist with the financial management of the Branch."
                     Accounts Payable Officer, Finance,"                       Ongoing,  Part-time",                      Canberra | ACT,"                        $43,861 - $47,526",               APS Level 3,categorized-2007-08-30,"Job Description:Duties
1.	Undertake a range of general services functions in accordance with established Archives policies and procedures including:
	Accounts payable processing; 
	Scanning and archiving of documentation; 
	Other accounts payable tasks as required from time to time, including documentation of procedures; 
	Collection of prepayment and accrual information for month end processing; and
	Assist with accounts receivable and/or travel related tasks as required.
2.	Provide input into monthly and annual reporting in the functions outlined above.
3.	Provide high-level customer service to internal and external clients.
4.	Apply the principles & practices of Equity & Diversity, OH&S and Participative Management practices and adhere to the APS 
and National Archives Values and Code of Conduct.
This is a part-time position - 22.5 hours per week.
Eligibility
The position is a designated security assessed position. The successful applicant will be required to undergo a security 
clearance.
About National Archives of Australia
The National Archives of Australia (NAA) is an Executive Agency with responsibility to preserve valuable Commonwealth 
records as part of the archival resources of Australia and make them accessible to present and future generations. The Archives 
has offices in all states and territories. Selection documentation for National Archives of Australia can be requested by email to 
recruitment@naa.gov.au and is also available on the National Archives website: www.naa.gov.au or from 24 hour answering 
service (02) 6212 3941. Employees of the National Archives are covered by a Certified Agreement which can also be viewed on 
our website. Successful applicants will need to be security cleared and persons who are not Australian citizens will not generally 
be engaged as an employee. Contact the Recruitment Officer for more details."
                     Finance Officer, Finance,"                       Ongoing,  Full-time",                      Canberra | ACT,"                        $48,873 - $52,664",               APS Level 4,categorized-2007-08-30,"Job Description:Duties
1.	Undertake a range of general services functions in accordance with established Archives policies and procedures including:
	Travel allowance calculations and payments;
	Complex accounts payable processing, including travel, Cabcharge, facilities and FBT related benefit payments;
	Credit card management and processing;
	Scanning and archiving of documentation; 
	Other accounts payable tasks as required from time to time, including stop cheques, overseas drafts, manual cheques and 
documentation of procedures;
	Collection of prepayment and accrual information for month end processing; and
	Assist with accounts receivable tasks as required.
2.	Provide input into monthly and annual reporting in the functions outlined above.
3.	Provide high-level customer service to internal and external clients.
4.	Apply the principles & practices of Equity & Diversity, OH&S and Participative Management practices and adhere to the APS 
and National Archives Values and Code of Conduct.
Eligibility
The position is a designated security assessed position. The successful applicant will be required to undergo a security 
clearance.
About National Archives of Australia
The National Archives of Australia (NAA) is an Executive Agency with responsibility to preserve valuable Commonwealth 
records as part of the archival resources of Australia and make them accessible to present and future generations. The Archives 
has offices in all states and territories. Selection documentation for National Archives of Australia can be requested by email to 
recruitment@naa.gov.au and is also available on the National Archives website: www.naa.gov.au or from 24 hour answering 
service (02) 6212 3941. Employees of the National Archives are covered by a Certified Agreement which can also be viewed on 
our website. Successful applicants will need to be security cleared and persons who are not Australian citizens will not generally 
be engaged as an employee. Contact the Recruitment Officer for more details."
                     Administration Assistant, Administration,"                       Ongoing,  Full-time",                      Barton | ACT,"                        $44,000 - $49,990",               APS Level 3,categorized-2007-08-30,"Job Description:Duties
DHAs Sales and Marketing Group is responsible for the management of communications, marketing and promotion of DHAs 
services and products including the Sale and Leaseback, Portfolio Leasing and Leasing programs. 
Reporting to the Operational Manager Sales and Marketing, the Administration Assistant will be responsible for:
	the payment of all accounts, 
	data entry requirements, 
	data integrity checking and amendment of the Property Management System (PMS) and 
	general administration as required for the Sales and Marketing Division.
You will work closely with the Operational Manager Sales and Marketing, and the Leasing Database Administrator to achieve 
the above outcomes.
Eligibility
Employment will be under Australian Public Service conditions and an Australian Workplace Agreement will be negotiated with 
the successful applicant. The remuneration package is negotiable and includes a base salary, potential performance bonus and 
Commonwealth funded Superannuation. Applicants must be Australian citizens and are short listed based on the Public Service 
Act 1999 Merit Principles. Applicants must provide the names and telephone numbers of two referees as selection may be 
made on the basis of applications and referee reports alone."
                     Leasing Policy Manager, Administration,"                       Ongoing,  Full-time",                      Barton | ACT,"                        $63,890 - $78,090",               APS Level 6,categorized-2007-08-30,"Job Description:Duties
DHAs Sales and Marketing Group is responsible for the management of communications, marketing and promotion of DHAs 
services and products including the Sale and Leaseback, Portfolio Leasing and Leasing programs. 
Reporting to the Operational Manager Sales and Marketing, the Leasing Policy Manager will be responsible for the day to day 
interpretation and implementation of the DHA Lease product, developing and reviewing the policy to ensure DHA maintains up 
to date information on industry standards and practices. 
You will work closely with the Operational Manager Sales and Marketing, and the Leasing Program Administrator in the 
continued development and implementation of DHAs leasing policy.
To be successful, you will have good project management skills and an understanding of DHAs Sales and Leasing Programs 
and property management practices.
Eligibility
Employment will be under Australian Public Service conditions and an Australian Workplace Agreement will be negotiated with 
the successful applicant. The remuneration package is negotiable and includes a base salary, potential performance bonus and 
Commonwealth funded Superannuation. Applicants must be Australian citizens and are short listed based on the Public Service 
Act 1999 Merit Principles. Applicants must provide the names and telephone numbers of two referees as selection may be 
made on the basis of applications and referee reports alone."
